# scenario=openloop
t,theta_e_cmd,theta_e_true,slip,id,iq,omega
0.932098,4.38757,2.40179,1.98579,-0.0752314,0.282833,3.34907
0.932599,4.38757,2.42151,1.96607,-0.112688,0.266899,3.81302
0.933099,4.58757,2.44372,2.14385,-0.123526,0.258296,4.25904
0.933599,4.58757,2.4683,2.11927,-0.157385,0.237862,4.66786
0.934099,4.78757,2.49505,2.29252,-0.166211,0.228954,5.05638
0.934599,4.78757,2.52385,2.26373,-0.196211,0.20509,5.4019
0.935099,4.98757,2.55446,2.43311,-0.203251,0.196365,5.72596
0.935599,4.98757,2.58674,2.40083,-0.229314,0.169935,6.00289
0.936099,5.18757,2.62047,2.5671,-0.23484,0.161692,6.25803
0.936599,5.18757,2.65548,2.53209,-0.256983,0.133366,6.46319
0.937099,5.38757,2.69154,2.69603,-0.261259,0.125744,6.64673
0.937599,5.38757,2.72849,2.65908,-0.279532,0.096019,6.77835
0.938099,5.58757,2.76608,2.82149,-0.282783,0.0890348,6.88874
0.9386,5.58757,2.80415,2.78342,-0.297218,0.0582801,6.94594
0.9391,5.78757,2.84245,2.94512,-0.299608,0.0518577,6.98233
0.9396,5.78757,2.88084,2.90673,-0.310185,0.0203538,6.96471
0.9401,5.98757,2.91905,3.06852,-0.3118,0.0143578,6.92657
0.9406,5.98757,2.95691,3.03066,-0.318428,-0.0176705,6.83395
0.9411,6.18757,2.99418,-3.0898,-0.319264,-0.0234087,6.72092
0.9416,6.18757,3.03071,-3.12632,-0.321761,-0.0557361,6.55324
0.9421,0.104384,3.06623,-2.96184,-0.321718,-0.0613857,6.36504
0.9426,0.104384,3.10059,-2.99621,-0.319805,-0.093747,6.1224
0.9431,0.304384,3.13353,-2.82915,-0.318681,-0.0994503,5.85897
0.9436,0.304384,3.1649,-2.86052,-0.311989,-0.131493,5.54181
0.9441,0.504384,3.19444,-2.69005,-0.309473,-0.137329,5.20356
0.944601,0.504384,3.222,-2.71762,-0.29756,-0.168554,4.81301
0.945101,0.704384,3.24733,-2.54295,-0.293246,-0.174499,4.40125
0.945601,0.704384,3.27028,-2.56589,-0.275631,-0.204209,3.93971
0.946101,0.904384,3.29061,-2.38622,-0.269032,-0.210085,3.45732
0.946601,0.904384,3.30818,-2.40379,-0.245263,-0.23732,2.92919
0.947101,1.10438,3.32277,-2.21838,-0.235862,-0.242747,2.38147
0.947601,1.10438,3.33426,-2.22988,-0.205622,-0.266243,1.79414
0.948101,1.30438,3.34245,-2.03806,-0.192948,-0.270593,1.18987
0.948601,1.30438,3.34724,-2.04286,-0.156202,-0.288766,0.554787
0.949101,1.50438,3.3485,-1.84412,-0.139951,-0.291161,-0.0728488
0.949601,1.50438,3.34668,-1.84229,-0.0973021,-0.302926,-0.589774
0.950101,1.70438,3.34198,-1.63759,-0.0778974,-0.30338,-1.11403
0.950602,1.70438,3.33438,-1.63,-0.0308495,-0.306576,-1.6442
0.951102,1.90438,3.32387,-1.41948,-0.00890378,-0.302897,-2.17249
0.951602,1.90438,3.31048,-1.40609,0.0406035,-0.295533,-2.68845
0.952102,2.10438,3.29429,-1.1899,0.0640392,-0.286757,-3.19075
0.952602,2.10438,3.27542,-1.17103,0.113306,-0.267875,-3.66047
0.953102,2.30438,3.25404,-0.949658,0.136652,-0.253504,-4.10335
0.953602,2.30438,3.23037,-0.925981,0.182357,-0.223041,-4.49295
0.954102,2.50438,3.20467,-0.700283,0.203631,-0.203199,-4.84243
0.954602,2.50438,3.17723,-0.672844,0.242178,-0.16228,-5.11954
0.955102,2.70438,3.14843,-0.444046,0.259287,-0.137893,-5.34479
0.955602,2.70438,3.11861,-0.414222,0.287335,-0.0889492,-5.48261
0.956102,2.90438,3.08822,-0.183835,0.29848,-0.0617559,-5.56019
0.956603,2.90438,3.05767,-0.153285,0.313551,-0.00835043,-5.54149
0.957103,3.10438,3.0274,0.0769801,0.317634,0.0193234,-5.45905
0.957603,3.10438,2.99783,0.106554,0.318604,0.0730053,-5.27901
0.958103,3.30438,2.96945,0.334934,0.315492,0.0986796,-5.03724
0.958603,3.30438,2.94263,0.361755,0.302786,0.148478,-4.7043
0.959103,3.50438,2.91782,0.586567,0.293314,0.169994,-4.31679
0.959603,3.50438,2.89533,0.609056,0.268753,0.212466,-3.85115
0.960103,3.70439,2.87555,0.828831,0.254493,0.228388,-3.34195
0.960603,3.70439,2.85873,0.845659,0.220844,0.26125,-2.77218
0.961103,3.90439,2.84514,1.05924,0.203714,0.271035,-2.1719
0.961603,3.90439,2.83495,1.06943,0.164118,0.293307,-1.53067
0.962103,4.10438,2.82836,1.27602,0.145995,0.297239,-0.872166
0.962604,4.10438,2.82544,1.27894,0.103451,0.30909,-0.192181
0.963104,4.30438,2.82608,1.4783,0.0858215,0.308471,0.386867
0.963604,4.30438,2.82971,1.47468,0.0425316,0.312097,0.928071
0.964104,4.50438,2.83632,1.66807,0.0260457,0.308678,1.46752
0.964604,4.50438,2.84587,1.65851,-0.0162962,0.304319,1.9986
0.965104,4.70438,2.85832,1.84607,-0.0309959,0.298215,2.52049
0.965604,4.70438,2.87358,1.8308,-0.0710444,0.286983,3.0215
0.966104,4.90438,2.89155,2.01283,-0.0836572,0.279155,3.50778
0.966604,4.90438,2.91213,1.99226,-0.120542,0.262389,3.96325
0.967104,5.10438,2.93514,2.16924,-0.131032,0.253693,4.40031
0.967604,5.10438,2.96047,2.14391,-0.164261,0.232618,4.79906
0.968104,5.30438,2.98792,2.31646,-0.172771,0.223712,5.17724
0.968605,5.30438,3.01734,2.28704,-0.202117,0.199367,5.51163
0.969105,5.50438,3.04853,2.45585,-0.208885,0.190706,5.82446
0.969605,5.50438,3.08132,2.42306,-0.234292,0.16392,6.0896
0.970105,5.70438,3.1155,2.58889,-0.239592,0.155774,6.33297
0.970605,5.70438,3.15089,2.55349,-0.261086,0.127184,6.52597
0.971105,5.90438,3.18726,2.71712,-0.265177,0.119671,6.6974
0.971605,5.90438,3.22445,2.67993,-0.28281,0.0897523,6.81667
0.972105,6.10438,3.26222,2.84217,-0.285908,0.0828693,6.91478
0.972605,6.10438,3.3004,2.80398,-0.299703,0.0519724,6.95954
0.973105,0.0211973,3.33875,2.96564,-0.30196,0.0456317,6.98354
0.973605,0.0211973,3.37711,2.92727,-0.311889,0.0140258,6.95343
0.974105,0.221197,3.41521,3.08917,-0.313376,0.00808518,6.90284
0.974606,0.221197,3.45291,3.05147,-0.319332,-0.0240088,6.79772
0.975106,0.421197,3.48995,-3.06875,-0.320031,-0.0297205,6.67219
0.975606,0.421197,3.52617,-3.10498,-0.321815,-0.0620736,6.49201
0.976106,0.621197,3.56132,-2.94012,-0.321609,-0.0677234,6.29128
0.976606,0.621197,3.59524,-2.97404,-0.318929,-0.10006,6.03618
0.977106,0.821197,3.62767,-2.80648,-0.317597,-0.105781,5.76025
0.977606,0.821197,3.65847,-2.83727,-0.310068,-0.137727,5.43076
0.978106,1.0212,3.68736,-2.66616,-0.307284,-0.143586,5.08015
0.978606,1.0212,3.71421,-2.69301,-0.294455,-0.174614,4.67757
0.979106,1.2212,3.73876,-2.51756,-0.289795,-0.180564,4.2538
0.979606,1.2212,3.76087,-2.53967,-0.271185,-0.209936,3.78079
0.980106,1.4212,3.78029,-2.35909,-0.264156,-0.21577,3.28708
0.980606,1.4212,3.7969,-2.3757,-0.239326,-0.242479,2.74849
0.981107,1.6212,3.81046,-2.18926,-0.229411,-0.247777,2.19063
0.981607,1.6212,3.82088,-2.19968,-0.19808,-0.270505,1.59443
0.982107,1.8212,3.82795,-2.00675,-0.184825,-0.274596,0.981907
0.982607,1.8212,3.83158,-2.01038,-0.147023,-0.291707,0.34033
0.983107,2.0212,3.83173,-1.81053,-0.130191,-0.29383,-0.242421
0.983607,2.0212,3.82896,-1.80776,-0.0867085,-0.304429,-0.76312
0.984107,2.2212,3.8233,-1.6021,-0.0668317,-0.304293,-1.28992
0.984607,2.2212,3.81473,-1.59353,-0.0192191,-0.305829,-1.8198
0.985107,2.4212,3.80326,-1.38206,0.00306142,-0.301356,-2.34598
0.985607,2.4212,3.78893,-1.36773,0.0527342,-0.292121,-2.85656
0.986107,2.6212,3.77184,-1.15064,0.0762765,-0.282435,-3.35135
0.986607,2.6212,3.75211,-1.13091,0.125193,-0.261602,-3.8101
0.987108,2.8212,3.72995,-0.908753,0.148338,-0.246292,-4.23978
0.987608,2.8212,3.70557,-0.88437,0.193102,-0.213977,-4.61282
0.988108,3.0212,3.67927,-0.658069,0.213825,-0.193292,-4.94363
0.988608,3.0212,3.65133,-0.630132,0.250841,-0.150837,-5.19923
0.989108,3.2212,3.62216,-0.400959,0.267067,-0.125843,-5.40129
0.989608,3.2212,3.59209,-0.370894,0.293098,-0.0758851,-5.51397
0.990108,3.4212,3.56161,-0.14041,0.30312,-0.0484405,-5.56547
0.990608,3.4212,3.53109,-0.109897,0.315882,0.00530833,-5.51991
0.991108,3.6212,3.50103,0.120173,0.318751,0.0328186,-5.41057
0.991608,3.6212,3.47179,0.149407,0.317376,0.0861311,-5.20418
0.992108,3.8212,3.44389,0.377306,0.313124,0.111247,-4.93691
0.992608,3.8212,3.41769,0.40351,0.298288,0.160039,-4.58023
0.993109,4.0212,3.39362,0.627576,0.287897,0.180701,-4.1706
0.993609,4.0212,3.37199,0.649206,0.261616,0.221697,-3.6855
0.994109,4.2212,3.35318,0.868021,0.246742,0.236612,-3.15893
0.994609,4.2212,3.33739,0.883805,0.211885,0.267747,-2.57497
0.995109,4.4212,3.32493,1.09627,0.194467,0.276519,-1.96273
0.995609,4.4212,3.31592,1.10528,0.154183,0.297019,-1.31286
0.996109,4.6212,3.31055,1.31065,0.136058,0.300052,-0.647807
0.996609,4.6212,3.30887,1.31233,0.0932849,0.310254,0.0286535
0.997109,4.8212,3.31053,1.51067,0.0757924,0.309281,0.567031
0.997609,4.8212,3.31515,1.50605,0.032545,0.311554,1.10807
0.998109,5.0212,3.32274,1.69846,0.0163218,0.307627,1.64604
0.998609,5.0212,3.33326,1.68793,-0.025718,0.302034,2.17337
0.99911,5.2212,3.34666,1.87454,-0.040083,0.295577,2.69047
0.99961,5.2212,3.36284,1.85836,-0.0796539,0.283334,3.18485
